# gapseq version: 1.3.1
# Sequence DB md5sum: b470543 (2026-05-30, Bacteria)
# Genome format: prot
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-9527	3-oxo-decanoyl-[acyl-carrier protein] synthase	2.3.1.179/2.3.1.41		UniRef90_P56902	49.165	2.05e-129	376	99	NP_415613.1 3-oxoacyl-[acyl carrier protein] synthase 2 [Escherichia coli str. K-12 substr. MG1655]	4	412	|PWY-5971|	good_blast	full	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN-9527	3-oxo-decanoyl-[acyl-carrier protein] synthase	2.3.1.179/2.3.1.41		UniRef90_P56902	38.571	5.04e-84	260	99	NP_416826.1 3-oxoacyl-[acyl carrier protein] synthase 1 [Escherichia coli str. K-12 substr. MG1655]	1	403	|PWY-5971|	good_blast	full	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN-9527	3-oxo-decanoyl-[acyl-carrier protein] synthase	2.3.1.179/2.3.1.41		UniRef90_Q83E37	39.904	1.51e-83	258	99	NP_416826.1 3-oxoacyl-[acyl carrier protein] synthase 1 [Escherichia coli str. K-12 substr. MG1655]	2	406	|PWY-5971|	good_blast	full	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN-9528	3-oxo-decanoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_P55336	78.689	7.62e-139	387	100	NP_415611.1 3-oxoacyl-[acyl-carrier-protein] reductase FabG [Escherichia coli str. K-12 substr. MG1655]	1	244	|PWY-5971|	good_blast	full	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN-9528	3-oxo-decanoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_Q92GE0	48.770	1.62e-78	233	99	NP_415611.1 3-oxoacyl-[acyl-carrier-protein] reductase FabG [Escherichia coli str. K-12 substr. MG1655]	1	244	|PWY-5971|	good_blast	full	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN-9528	3-oxo-decanoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_P50941	48.770	1.71e-78	233	99	NP_415611.1 3-oxoacyl-[acyl-carrier-protein] reductase FabG [Escherichia coli str. K-12 substr. MG1655]	1	244	|PWY-5971|	good_blast	full	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN-9660	trans-delta2-decenoyl-[acp]-reductase	1.3.1.9		UniRef90_P44432	75.290	1.66e-143	400	99	NP_415804.1 enoyl-[acyl-carrier-protein] reductase [Escherichia coli str. K-12 substr. MG1655]	1	259	|PWY-5971|	good_blast	full	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN-9660	trans-delta2-decenoyl-[acp]-reductase	1.3.1.9		UniRef90_Q9ZFE4	69.202	2.09e-132	372	99	NP_415804.1 enoyl-[acyl-carrier-protein] reductase [Escherichia coli str. K-12 substr. MG1655]	1	260	|PWY-5971|	good_blast	full	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN-9660	trans-delta2-decenoyl-[acp]-reductase	1.3.1.9		UniRef90_O67505	49.811	1.63e-89	263	98	NP_415804.1 enoyl-[acyl-carrier-protein] reductase [Escherichia coli str. K-12 substr. MG1655]	1	262	|PWY-5971|	good_blast	full	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651 	NA	0	1
RXN-9531	3-oxo-dodecanoyl-[acyl-carrier protein] synthase	2.3.1.179/2.3.1.41		UniRef90_Q83E37	60.533	1.10e-179	504	99	NP_415613.1 3-oxoacyl-[acyl carrier protein] synthase 2 [Escherichia coli str. K-12 substr. MG1655]	1	413	|PWY-5971|	good_blast	full	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN-9531	3-oxo-dodecanoyl-[acyl-carrier protein] synthase	2.3.1.179/2.3.1.41		UniRef90_P56902	49.165	2.05e-129	376	99	NP_415613.1 3-oxoacyl-[acyl carrier protein] synthase 2 [Escherichia coli str. K-12 substr. MG1655]	4	412	|PWY-5971|	good_blast	full	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN-9531	3-oxo-dodecanoyl-[acyl-carrier protein] synthase	2.3.1.179/2.3.1.41		UniRef90_P56902	38.571	5.04e-84	260	99	NP_416826.1 3-oxoacyl-[acyl carrier protein] synthase 1 [Escherichia coli str. K-12 substr. MG1655]	1	403	|PWY-5971|	good_blast	full	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN-9531	3-oxo-dodecanoyl-[acyl-carrier protein] synthase	2.3.1.179/2.3.1.41		UniRef90_Q83E37	39.904	1.51e-83	258	99	NP_416826.1 3-oxoacyl-[acyl carrier protein] synthase 1 [Escherichia coli str. K-12 substr. MG1655]	2	406	|PWY-5971|	good_blast	full	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655 	NA	0	1
RXN-9532	3-oxo-dodecanoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_P55336	78.689	7.62e-139	387	100	NP_415611.1 3-oxoacyl-[acyl-carrier-protein] reductase FabG [Escherichia coli str. K-12 substr. MG1655]	1	244	|PWY-5971|	good_blast	full	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN-9532	3-oxo-dodecanoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_Q92GE0	48.770	1.62e-78	233	99	NP_415611.1 3-oxoacyl-[acyl-carrier-protein] reductase FabG [Escherichia coli str. K-12 substr. MG1655]	1	244	|PWY-5971|	good_blast	full	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN-9532	3-oxo-dodecanoyl-[acyl-carrier protein] reductase	1.1.1.100		UniRef90_P50941	48.770	1.71e-78	233	99	NP_415611.1 3-oxoacyl-[acyl-carrier-protein] reductase FabG [Escherichia coli str. K-12 substr. MG1655]	1	244	|PWY-5971|	good_blast	full	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_C5BD83	88.953	3.91e-114	318	100	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	1	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_P0A6Q6	100.000	2.09e-110	307	100	NP_414722.1 3-hydroxy-acyl-[acyl-carrier-protein] dehydratase [Escherichia coli str. K-12 substr. MG1655]	1	151	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_Q0I3F9	81.871	1.28e-106	299	100	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	2	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_Q2NRL8	86.755	6.87e-96	270	100	NP_414722.1 3-hydroxy-acyl-[acyl-carrier-protein] dehydratase [Escherichia coli str. K-12 substr. MG1655]	1	151	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_Q0A8W4	71.515	1.75e-87	251	94	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	4	168	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_A8FW54	69.006	1.55e-87	251	100	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	2	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_Q8EFV9	66.667	1.73e-86	248	100	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	2	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_Q07ZR8	67.251	3.23e-86	248	100	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	2	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_O33877	68.639	1.60e-86	248	99	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	4	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_C5BQA1	67.262	3.66e-85	245	97	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	5	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_B3PK88	66.071	6.00e-85	244	97	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	5	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_B0T7B6	69.939	1.34e-84	243	95	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	4	166	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_A6W357	67.066	3.17e-83	240	98	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	6	172	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_A4YJF9	64.912	2.14e-82	238	99	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	1	171	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
RXN-9533	(R)3-hydroxydodecanoyl-[acp]-[acyl-carrier protein]hydro-lyase (trans-dodeca-2-enoyl-[acyl-carrier-protein]-forming)	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61		UniRef90_P61450	65.294	1.28e-81	236	97	NP_415474.1 beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase [Escherichia coli str. K-12 substr. MG1655]	1	170	|PWY-5971|	good_blast	full	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098 	NA	0	1
